year,crimetype,violent,arrest,domestic,commarea,location
2010,narcotics,0,1,0,25,ABANDONED BUILDING
2010,narcotics,0,1,0,53,STREET
2010,aggasslt,1,0,0,69,SIDEWALK
2010,theft,0,0,0,68,SIDEWALK
2010,aggasslt,1,0,1,25,STREET
2010,mvtheft,0,0,0,29,VACANT LOT/LAND
2010,narcotics,0,1,0,61,SIDEWALK
2010,aggasslt,1,0,0,63,RESIDENCE
2010,vandalism,0,0,1,25,RESIDENCE
2010,narcotics,0,1,0,71,SIDEWALK
2010,theft,0,0,0,53,VEHICLE NON-COMMERCIAL
2010,vandalism,0,0,0,23,SIDEWALK
2010,narcotics,0,1,0,32,STREET
2010,simpleasslt,1,0,0,3,STREET
2010,theft,0,0,0,8,SMALL RETAIL STORE
2010,simpleasslt,1,1,0,68,STREET
2010,vandalism,0,0,1,69,RESIDENCE
2010,burglary,0,1,0,71,RESIDENCE
2010,simpleasslt,1,1,0,1,STREET
2010,theft,0,1,0,22,DRUG STORE
2010,simpleasslt,1,0,0,25,SIDEWALK
2010,burglary,0,0,0,43,APARTMENT
2010,theft,0,0,0,58,APARTMENT
2010,simpleasslt,1,0,1,11,APARTMENT
2010,threat,0,0,0,69,RESIDENCE
2010,threat,0,0,1,32,APARTMENT
2010,burglary,0,0,0,69,APARTMENT
2010,burglary,0,0,0,46,APARTMENT
2010,mvtheft,0,0,0,58,STREET
2010,threat,0,0,1,72,RESIDENCE
2010,trespass,0,1,0,25,RESIDENCE PORCH/HALLWAY
2010,vandalism,0,0,0,53,STREET
2010,vandalism,0,0,0,43,RESIDENCE
2010,theft,0,0,0,28,"SCHOOL, PUBLIC, BUILDING"
2010,simpleasslt,1,0,0,25,SIDEWALK
2010,narcotics,0,1,0,23,SIDEWALK
2010,simpleasslt,1,0,0,23,RESIDENCE
2010,trespass,0,1,0,44,GAS STATION
2010,theft,0,0,0,8,DEPARTMENT STORE
2010,theft,0,0,0,3,RESIDENCE
2010,theft,0,1,0,21,SMALL RETAIL STORE
2010,narcotics,0,1,0,68,SIDEWALK
2010,robbery,1,0,0,35,RESIDENCE
2010,theft,0,0,0,38,STREET
2010,simpleasslt,1,1,0,27,GAS STATION
2010,trespass,0,0,0,57,"SCHOOL, PRIVATE, GROUNDS"
2010,theft,0,0,0,32,STREET
2010,aggasslt,1,1,1,30,APARTMENT
2010,robbery,1,0,0,66,RESIDENTIAL YARD (FRONT/BACK)
2010,theft,0,0,0,23,STREET
2010,theft,0,0,0,76,AIRCRAFT
2010,other,0,0,0,39,APARTMENT
2010,aggasslt,1,1,1,30,APARTMENT
2010,simpleasslt,1,0,0,66,RESIDENCE PORCH/HALLWAY
2010,threat,0,0,1,1,RESIDENCE
2010,simpleasslt,1,0,0,68,APARTMENT
2010,narcotics,0,1,0,43,SIDEWALK
2010,narcotics,0,1,0,15,RESIDENCE PORCH/HALLWAY
2010,theft,0,0,0,67,STREET
2010,theft,0,0,0,8,SMALL RETAIL STORE
2010,vandalism,0,0,0,68,STREET
2010,threat,0,0,0,25,RESIDENCE
2010,theft,0,0,0,49,RESIDENTIAL YARD (FRONT/BACK)
2010,threat,0,0,0,71,RESIDENCE
2010,narcotics,0,1,0,56,STREET
2010,narcotics,0,1,0,73,"SCHOOL, PUBLIC, GROUNDS"
2010,burglary,0,0,0,19,RESIDENCE-GARAGE
2010,simpleasslt,1,1,1,44,RESIDENCE
2010,simpleasslt,1,0,1,22,RESIDENCE
2010,vandalism,0,0,0,23,RESIDENCE
2010,vandalism,0,1,0,67,STREET
2010,theft,0,0,0,8,CTA PLATFORM
2010,threat,0,0,0,61,RESIDENCE
2010,simpleasslt,1,0,0,25,CLEANING STORE
2010,vandalism,0,0,0,68,STREET
2010,vandalism,0,0,0,40,STREET
2010,arson,0,1,1,57,RESIDENCE
2010,simpleasslt,1,0,0,71,RESIDENCE PORCH/HALLWAY
2010,theft,0,0,0,66,STREET
2011,simpleasslt,1,0,0,5,SIDEWALK
2011,narcotics,0,1,0,28,SIDEWALK
2010,simpleasslt,1,0,1,26,APARTMENT
2010,fraud,0,0,0,8,RESIDENCE
2011,robbery,1,0,0,44,APARTMENT
2011,other,0,1,0,8,CTA BUS STOP
2011,trespass,0,1,0,28,RESTAURANT
2011,simpleasslt,1,1,0,8,SIDEWALK
2010,threat,0,0,1,71,OTHER
2011,fraud,0,0,0,73,RESIDENCE
2011,fraud,0,0,0,23,APARTMENT
2011,theft,0,0,0,41,OTHER
2011,fraud,0,0,0,35,RESIDENCE
2011,vandalism,0,0,0,53,RESIDENCE
2011,narcotics,0,1,0,57,"SCHOOL, PUBLIC, BUILDING"
2011,idtheft,0,0,0,19,RESIDENCE
2011,threat,0,0,0,7,CTA BUS STOP
2011,other,0,1,0,28,RESIDENCE
2011,threat,0,0,0,65,RESIDENCE
2011,burglary,0,0,0,23,WAREHOUSE
2011,simpleasslt,1,0,0,66,VEHICLE NON-COMMERCIAL
2011,narcotics,0,1,0,26,STREET
2011,simpleasslt,1,0,0,53,"SCHOOL, PUBLIC, BUILDING"
2011,narcotics,0,1,0,46,SIDEWALK
2011,other,0,0,0,24,RESIDENCE
2011,theft,0,1,0,4,"SCHOOL, PUBLIC, BUILDING"
2011,theft,0,1,0,15,GROCERY FOOD STORE
2011,theft,0,0,0,10,STREET
2011,simpleasslt,1,0,1,51,APARTMENT
2011,aggasslt,1,0,0,21,SIDEWALK
2011,vandalism,0,0,0,12,RESIDENCE
2011,narcotics,0,1,0,25,SIDEWALK
2011,theft,0,0,0,65,SMALL RETAIL STORE
2011,simpleasslt,1,0,0,67,GAS STATION
2011,theft,0,0,0,8,HOSPITAL BUILDING/GROUNDS
2011,narcotics,0,1,0,38,STREET
2011,burglary,0,0,0,28,RESIDENCE
2011,arson,0,0,0,22,VEHICLE NON-COMMERCIAL
2011,mvtheft,0,0,0,16,STREET
2011,threat,0,0,0,9,RESIDENCE
2011,mvtheft,0,0,0,16,STREET
2011,burglary,0,0,0,40,APARTMENT
2011,narcotics,0,1,0,46,SIDEWALK
2010,aggasslt,1,0,0,38,STREET
2011,burglary,0,0,0,67,RESIDENCE
2011,narcotics,0,1,0,25,STREET
2010,narcotics,0,1,0,66,SIDEWALK
2011,simpleasslt,1,0,0,61,STREET
2011,simpleasslt,1,0,1,25,SIDEWALK
2011,theft,0,0,0,71,APARTMENT
2011,theft,0,0,0,32,STREET
2011,mvtheft,0,0,0,19,STREET
2011,threat,0,0,1,38,RESIDENCE
2011,robbery,1,0,1,71,RESIDENCE
2011,idtheft,0,0,0,51,RESIDENCE
2011,fraud,0,0,0,28,RESIDENCE
2011,simpleasslt,1,0,1,42,APARTMENT
2011,theft,0,1,0,72,PARKING LOT/GARAGE(NON.RESID.)
2011,theft,0,0,0,20,"SCHOOL, PUBLIC, BUILDING"
2011,theft,0,1,0,8,DEPARTMENT STORE
2011,vandalism,0,0,0,15,STREET
2011,vandalism,0,0,0,42,STREET
2011,simpleasslt,1,0,1,37,STREET
2011,threat,0,0,1,4,RESIDENCE
2011,mvtheft,0,0,0,2,STREET
2011,fraud,0,0,0,53,RESIDENCE
2011,aggasslt,1,0,0,43,SIDEWALK
2011,burglary,0,0,0,68,APARTMENT
2011,simpleasslt,1,0,0,14,SIDEWALK
2011,robbery,1,0,0,43,PARK PROPERTY
2011,narcotics,0,1,0,23,SIDEWALK
2011,aggasslt,1,0,0,29,SIDEWALK
2011,mvtheft,0,0,0,61,STREET
2011,mvtheft,0,0,0,17,STREET
2011,vandalism,0,0,0,30,APARTMENT
2011,burglary,0,1,0,27,CHURCH/SYNAGOGUE/PLACE OF WORSHIP
2011,theft,0,0,0,71,SMALL RETAIL STORE
2011,simpleasslt,1,0,0,61,APARTMENT
2011,simpleasslt,1,0,0,17,STREET
2011,narcotics,0,1,0,69,SIDEWALK
2011,vandalism,0,0,0,33,STREET
2011,trespass,0,1,0,11,RESIDENTIAL YARD (FRONT/BACK)
2011,theft,0,1,0,7,GROCERY FOOD STORE
2011,burglary,0,0,0,25,RESIDENCE-GARAGE
2011,simpleasslt,1,0,0,27,SIDEWALK
2011,theft,0,0,0,7,RESIDENCE
2011,aggasslt,1,0,0,43,STREET
2011,simpleasslt,1,0,0,38,APARTMENT
2011,idtheft,0,0,0,72,RESIDENCE
2011,other,0,1,0,25,SIDEWALK
2011,fraud,0,0,0,6,ATM (AUTOMATIC TELLER MACHINE)
2011,vandalism,0,0,0,65,STREET
2011,narcotics,0,1,0,26,SIDEWALK
2011,simpleasslt,1,0,0,71,SIDEWALK
2011,aggasslt,1,0,0,31,STREET
2011,theft,0,1,0,1,SMALL RETAIL STORE
2011,vandalism,0,0,0,63,STREET
2011,simpleasslt,1,1,1,53,SIDEWALK
2011,vandalism,0,0,0,7,"SCHOOL, PRIVATE, BUILDING"
2011,mvtheft,0,0,0,66,STREET
2011,threat,0,0,0,42,APARTMENT
2011,narcotics,0,1,0,27,VACANT LOT/LAND
2011,simpleasslt,1,1,0,8,APARTMENT
2011,simpleasslt,1,0,0,24,PARK PROPERTY
2011,simpleasslt,1,0,1,73,RESIDENCE
2011,fraud,0,0,0,67,OTHER
2011,simpleasslt,1,0,0,44,APARTMENT
2011,robbery,1,0,0,26,SIDEWALK
2011,trespass,0,1,0,76,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA
2011,mvtheft,0,0,0,7,STREET
2011,theft,0,0,0,66,STREET
2011,vandalism,0,0,0,23,FACTORY/MANUFACTURING BUILDING
2011,vandalism,0,0,0,2,OTHER
2011,simpleasslt,1,0,0,35,"SCHOOL, PUBLIC, GROUNDS"
2011,vandalism,0,1,0,24,STREET
2011,simpleasslt,1,0,0,61,"SCHOOL, PUBLIC, BUILDING"
2011,simpleasslt,1,0,0,65,APARTMENT
2011,vandalism,0,0,0,43,RESIDENCE
2011,narcotics,0,1,0,23,STREET
2011,narcotics,0,1,0,29,STREET
2011,theft,0,0,0,16,RESIDENTIAL YARD (FRONT/BACK)
2011,fraud,0,0,0,50,BANK
2011,burglary,0,0,0,7,RESIDENCE
2011,burglary,0,0,0,28,RESIDENCE-GARAGE
2011,mvtheft,0,0,0,43,PARKING LOT/GARAGE(NON.RESID.)
2011,theft,0,0,0,28,STREET
2011,theft,0,0,0,61,ALLEY
2011,burglary,0,1,0,71,CHURCH/SYNAGOGUE/PLACE OF WORSHIP
2011,vandalism,0,0,0,7,STREET
2011,trespass,0,1,0,21,RESIDENTIAL YARD (FRONT/BACK)
2011,fraud,0,1,0,62,TAXICAB
2011,burglary,0,0,0,49,RESIDENCE
2011,simpleasslt,1,0,1,25,RESIDENCE
2011,mvtheft,0,0,0,54,STREET
2011,simpleasslt,1,0,0,61,RESIDENCE
2011,aggasslt,1,1,1,69,APARTMENT
2011,theft,0,0,0,28,SPORTS ARENA/STADIUM
2011,weapon,0,0,0,51,STREET
2011,other,0,0,1,28,RESIDENCE
2011,simpleasslt,1,1,1,53,RESIDENCE
2011,simpleasslt,1,0,0,3,SIDEWALK
2011,other,0,0,0,3,STREET
2011,aggasslt,1,0,0,68,STREET
2011,simpleasslt,1,1,0,53,STREET
2011,other,0,1,0,25,STREET
2011,simpleasslt,1,0,0,7,CONVENIENCE STORE
2011,theft,0,0,0,43,RESIDENCE
2011,burglary,0,0,0,71,APARTMENT
2011,theft,0,0,0,31,STREET
2011,simpleasslt,1,0,0,33,STREET
2011,weapon,0,0,0,76,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA
2011,trespass,0,0,0,70,RESIDENCE
2011,narcotics,0,1,0,62,ALLEY
2011,simpleasslt,1,0,0,23,RESIDENCE
2011,burglary,0,0,0,53,RESIDENCE
2011,simpleasslt,1,0,0,68,APARTMENT
2011,robbery,1,0,0,58,STREET
2011,simpleasslt,1,0,1,42,APARTMENT
2011,simpleasslt,1,0,0,67,RESIDENCE
2011,theft,0,0,0,17,STREET
2011,narcotics,0,1,0,3,RESIDENCE
2011,threat,0,0,0,25,APARTMENT
2011,burglary,0,0,0,61,APARTMENT
2011,theft,0,0,0,21,DRUG STORE
2011,mvtheft,0,0,0,3,STREET
2011,aggasslt,1,0,1,71,RESIDENCE
2011,narcotics,0,1,0,29,PARK PROPERTY
2011,simpleasslt,1,0,1,26,STREET
2011,mvtheft,0,0,0,14,STREET
2011,theft,0,0,0,18,STREET
2011,burglary,0,0,0,8,APARTMENT
2011,simpleasslt,1,1,0,1,OTHER
2011,burglary,0,0,0,44,RESIDENCE
2011,theft,0,0,0,42,PARK PROPERTY
2011,vandalism,0,0,0,35,STREET
2011,burglary,0,0,0,27,RESIDENCE
2011,aggasslt,1,0,0,69,STREET
2011,theft,0,0,1,71,RESIDENCE
2011,narcotics,0,1,0,25,SIDEWALK
2011,vandalism,0,0,0,3,PARKING LOT/GARAGE(NON.RESID.)
2011,theft,0,0,0,62,PARKING LOT/GARAGE(NON.RESID.)
2011,robbery,1,1,0,25,SIDEWALK
2011,vandalism,0,0,0,24,STREET
2011,fraud,0,0,0,41,APARTMENT
2011,aggasslt,1,0,0,65,STREET
2011,simpleasslt,1,0,0,22,RESIDENCE PORCH/HALLWAY
2011,narcotics,0,1,0,46,SIDEWALK
2011,sexualasslt,1,0,0,63,RESIDENCE
2011,vandalism,0,0,0,51,APARTMENT
2011,simpleasslt,1,0,0,66,RESIDENCE
2011,theft,0,0,0,27,STREET
2011,aggasslt,1,0,0,21,ALLEY
2011,aggasslt,1,1,0,24,ALLEY
2011,vandalism,0,0,0,15,RESIDENTIAL YARD (FRONT/BACK)
2011,vandalism,0,0,0,44,RESIDENCE
2011,mvtheft,0,0,0,23,PARKING LOT/GARAGE(NON.RESID.)
2011,simpleasslt,1,1,1,38,STREET
2011,mvtheft,0,0,0,28,STREET
2011,aggasslt,1,0,0,20,RESIDENTIAL YARD (FRONT/BACK)
2011,vandalism,0,0,0,75,RESIDENCE
2011,simpleasslt,1,1,1,75,RESIDENCE PORCH/HALLWAY
2011,theft,0,0,0,32,RESTAURANT
2011,theft,0,0,0,5,STREET
2011,theft,0,0,0,28,OTHER RAILROAD PROP / TRAIN DEPOT
2011,burglary,0,0,0,46,RESIDENCE
2011,simpleasslt,1,0,1,71,APARTMENT
2011,vandalism,0,0,0,67,RESIDENCE
2011,simpleasslt,1,0,0,25,"SCHOOL, PUBLIC, BUILDING"
2011,narcotics,0,1,0,30,STREET
2011,robbery,1,0,0,25,SIDEWALK
2011,theft,0,0,0,6,RESTAURANT
2011,weapon,0,1,0,69,SIDEWALK
2011,threat,0,0,0,16,RESIDENCE
2011,mvtheft,0,0,0,22,STREET
2011,fraud,0,1,0,3,CTA PLATFORM
2011,simpleasslt,1,0,1,25,SIDEWALK
2011,threat,0,0,1,44,APARTMENT
2011,burglary,0,0,0,64,RESIDENCE-GARAGE
2011,simpleasslt,1,0,0,8,OTHER
2011,vandalism,0,0,0,19,RESIDENCE-GARAGE
2011,vandalism,0,0,0,43,STREET
2011,aggasslt,1,0,1,42,APARTMENT
2011,fraud,0,1,0,49,BANK
2011,narcotics,0,1,0,23,STREET
2011,other,0,1,0,44,STREET
2011,theft,0,0,0,6,STREET
2011,simpleasslt,1,0,1,43,APARTMENT
2011,narcotics,0,1,0,43,SIDEWALK
2011,simpleasslt,1,0,0,71,"SCHOOL, PUBLIC, BUILDING"
2011,simpleasslt,1,1,1,23,RESIDENCE
2011,simpleasslt,1,0,1,16,APARTMENT
2011,burglary,0,0,0,60,RESIDENCE-GARAGE
2011,threat,0,0,0,40,RESIDENCE
2011,simpleasslt,1,0,0,68,ALLEY
2011,theft,0,0,0,44,DEPARTMENT STORE
2011,burglary,0,0,0,24,APARTMENT
2011,theft,0,0,0,6,SIDEWALK
2011,idtheft,0,0,0,22,BANK
2011,theft,0,0,0,13,RESIDENCE
2011,mvtheft,0,0,0,20,STREET
2011,burglary,0,0,0,16,RESIDENCE
2011,vandalism,0,0,0,29,STREET
2011,trespass,0,1,0,66,GAS STATION
2011,theft,0,1,0,42,GROCERY FOOD STORE
2011,fraud,0,0,0,28,CURRENCY EXCHANGE
2011,narcotics,0,1,0,46,STREET
2011,robbery,1,0,0,3,STREET
2011,simpleasslt,1,0,1,71,APARTMENT
2011,aggasslt,1,0,1,23,APARTMENT
2011,mvtheft,0,0,0,24,STREET
2011,theft,0,0,0,45,DELIVERY TRUCK
2011,simpleasslt,1,0,1,68,RESIDENCE
2012,simpleasslt,1,0,1,29,APARTMENT
2011,theft,0,0,0,22,RESIDENCE
2012,theft,0,0,0,71,GAS STATION
2012,simpleasslt,1,0,0,46,RESIDENCE
2012,threat,0,0,0,49,APARTMENT
2012,robbery,1,0,0,53,GROCERY FOOD STORE
2012,narcotics,0,1,0,26,SIDEWALK
2012,robbery,1,0,0,49,STREET
2012,mvtheft,0,0,0,23,STREET
2012,threat,0,0,0,39,"SCHOOL, PRIVATE, BUILDING"
2012,simpleasslt,1,0,1,26,APARTMENT
2012,other,0,1,0,68,STREET
2012,other,0,1,0,68,STREET
2012,narcotics,0,1,0,28,SIDEWALK
2012,narcotics,0,1,0,27,SIDEWALK
2012,theft,0,0,0,30,STREET
2012,vandalism,0,0,0,25,APARTMENT
2012,other,0,0,0,75,RESIDENCE
2012,aggasslt,1,0,0,68,STREET
2012,narcotics,0,1,0,68,SIDEWALK
2012,theft,0,1,0,28,OTHER
2012,simpleasslt,1,1,0,61,OTHER
2012,simpleasslt,1,1,0,24,SIDEWALK
2012,narcotics,0,1,0,23,SIDEWALK
2012,vandalism,0,0,0,16,APARTMENT
2012,simpleasslt,1,0,0,42,RESIDENCE
2012,mvtheft,0,0,0,29,STREET
2012,mvtheft,0,0,0,1,STREET
2012,narcotics,0,1,0,27,SIDEWALK
2012,mvtheft,0,0,0,51,RESIDENCE
2012,narcotics,0,1,0,42,PARKING LOT/GARAGE(NON.RESID.)
2012,vandalism,0,0,0,38,APARTMENT
2012,mvtheft,0,0,0,20,STREET
2012,burglary,0,0,0,25,RESIDENCE
2012,simpleasslt,1,0,0,44,GAS STATION
2012,idtheft,0,0,0,75,RESIDENCE
2012,vandalism,0,0,0,44,STREET
2012,aggasslt,1,0,0,61,SIDEWALK
2012,other,0,0,1,31,LIBRARY
2012,simpleasslt,1,0,0,36,SIDEWALK
2012,vandalism,0,0,0,26,RESIDENCE
2012,simpleasslt,1,1,0,6,STREET
2012,theft,0,0,0,25,RESIDENCE
2012,narcotics,0,1,0,48,STREET
2012,other,0,0,0,21,"SCHOOL, PUBLIC, BUILDING"
2012,simpleasslt,1,0,0,38,RESIDENTIAL YARD (FRONT/BACK)
2012,theft,0,0,0,43,SMALL RETAIL STORE
2012,simpleasslt,1,0,0,41,SIDEWALK
2012,simpleasslt,1,0,0,30,SIDEWALK
2012,vandalism,0,0,0,31,STREET
2012,simpleasslt,1,0,0,43,NURSING HOME/RETIREMENT HOME
2012,threat,0,0,1,70,RESIDENCE
2012,aggasslt,1,1,1,30,APARTMENT
2012,narcotics,0,1,0,67,SIDEWALK
2012,theft,0,0,0,62,CTA GARAGE / OTHER PROPERTY
2012,burglary,0,0,0,25,APARTMENT
2012,fraud,0,0,0,19,RESIDENCE
2012,threat,0,1,1,76,OTHER
2012,theft,0,0,0,8,SMALL RETAIL STORE
2012,theft,0,0,0,24,SIDEWALK
2012,theft,0,0,0,29,RESIDENTIAL YARD (FRONT/BACK)
2012,robbery,1,0,0,24,SIDEWALK
2012,mvtheft,0,0,0,66,STREET
2012,narcotics,0,1,0,20,STREET
2012,simpleasslt,1,0,1,28,STREET
2012,vandalism,0,0,0,63,DRIVEWAY - RESIDENTIAL
2012,other,0,1,0,35,PARK PROPERTY
2012,narcotics,0,1,0,76,GOVERNMENT BUILDING/PROPERTY
2012,mvtheft,0,0,0,35,RESIDENCE-GARAGE
2012,theft,0,1,0,28,GROCERY FOOD STORE
2012,vandalism,0,0,0,30,"SCHOOL, PUBLIC, BUILDING"
2012,vandalism,0,0,0,25,RESIDENCE-GARAGE
2012,simpleasslt,1,0,0,29,RESIDENCE PORCH/HALLWAY
2012,trespass,0,1,0,63,RESIDENCE
2012,simpleasslt,1,0,0,8,BAR OR TAVERN
2012,simpleasslt,1,0,0,65,SIDEWALK
2012,vandalism,0,0,1,71,STREET
2012,burglary,0,0,0,39,RESIDENCE
2012,narcotics,0,1,0,29,SIDEWALK
2012,theft,0,0,0,22,RESTAURANT
2012,simpleasslt,1,0,1,30,RESIDENTIAL YARD (FRONT/BACK)
2012,threat,0,0,0,60,OTHER
2012,narcotics,0,1,0,26,SIDEWALK
2012,simpleasslt,1,1,1,23,SIDEWALK
2012,simpleasslt,1,1,1,46,RESIDENCE
2012,simpleasslt,1,1,1,17,RESIDENCE
2012,simpleasslt,1,0,1,23,RESIDENCE
2012,theft,0,0,0,8,STREET
2012,theft,0,0,0,22,VEHICLE NON-COMMERCIAL
2012,narcotics,0,1,0,28,OTHER RAILROAD PROP / TRAIN DEPOT
2012,narcotics,0,1,0,71,SIDEWALK
2012,simpleasslt,1,1,0,1,STREET
2012,vandalism,0,0,0,22,STREET
2012,simpleasslt,1,0,1,1,SIDEWALK
2012,simpleasslt,1,0,1,44,RESIDENTIAL YARD (FRONT/BACK)
2012,simpleasslt,1,0,0,70,RESIDENCE
2012,simpleasslt,1,0,0,27,CONVENIENCE STORE
2012,simpleasslt,1,1,1,49,GAS STATION
2012,simpleasslt,1,0,1,22,GAS STATION
2012,aggasslt,1,0,0,66,RESIDENCE
2012,narcotics,0,1,0,42,STREET
2012,simpleasslt,1,0,1,19,APARTMENT
2012,simpleasslt,1,1,1,43,APARTMENT
2012,simpleasslt,1,0,1,8,RESIDENCE
2012,simpleasslt,1,0,1,25,SIDEWALK
2012,theft,0,0,0,43,STREET
2012,theft,0,0,0,58,STREET
2012,simpleasslt,1,0,0,69,STREET
2012,simpleasslt,1,1,0,43,SIDEWALK
2012,other,0,1,0,61,SIDEWALK
2012,simpleasslt,1,0,1,19,RESIDENCE
2012,mvtheft,0,0,0,28,STREET
2012,theft,0,0,0,28,SIDEWALK
2012,robbery,1,0,0,28,GROCERY FOOD STORE
2012,threat,0,0,0,46,RESIDENCE
2012,mvtheft,0,0,0,71,STREET
2012,burglary,0,1,0,68,STREET
2012,narcotics,0,1,0,23,SIDEWALK
2012,burglary,0,0,0,14,RESIDENCE
2012,simpleasslt,1,0,0,53,STREET
2012,simpleasslt,1,0,0,31,STREET
2012,mvtheft,0,0,0,22,STREET
2012,burglary,0,0,0,6,APARTMENT
2012,aggasslt,1,0,0,61,STREET
2012,narcotics,0,1,0,61,SIDEWALK
2012,narcotics,0,1,0,27,SIDEWALK
2012,simpleasslt,1,1,0,73,RESIDENTIAL YARD (FRONT/BACK)
2012,burglary,0,0,0,7,APARTMENT
2012,simpleasslt,1,0,1,73,SIDEWALK
2012,theft,0,0,0,16,STREET
2012,narcotics,0,1,0,44,SIDEWALK
2012,simpleasslt,1,1,1,13,PARK PROPERTY
2012,robbery,1,1,0,61,STREET
2012,vandalism,0,0,1,38,STREET
2012,theft,0,1,0,8,DEPARTMENT STORE
2012,burglary,0,0,0,73,RESIDENCE
2012,burglary,0,1,0,66,OTHER RAILROAD PROP / TRAIN DEPOT
2012,theft,0,0,0,6,STREET
2012,trespass,0,0,0,14,APARTMENT
2010,fraud,0,0,0,21,RESIDENCE
2012,threat,0,0,0,28,APARTMENT
2012,narcotics,0,1,0,32,STREET
2012,theft,0,0,0,8,STREET
2012,other,0,1,0,8,STREET
2012,narcotics,0,1,0,29,STREET
2012,simpleasslt,1,1,0,19,POLICE FACILITY/VEH PARKING LOT
2012,burglary,0,0,0,5,RESIDENCE
2012,theft,0,0,0,67,OTHER
2012,other,0,1,0,29,ALLEY
2012,narcotics,0,1,0,23,SIDEWALK
2012,vandalism,0,0,0,25,RESIDENCE PORCH/HALLWAY
2012,weapon,0,1,0,35,DRIVEWAY - RESIDENTIAL
2012,simpleasslt,1,0,0,53,STREET
2012,simpleasslt,1,0,0,28,PARKING LOT/GARAGE(NON.RESID.)
2012,mvtheft,0,0,0,25,STREET
2012,robbery,1,0,0,63,DRUG STORE
2012,narcotics,0,1,0,76,GOVERNMENT BUILDING/PROPERTY
2012,simpleasslt,1,1,0,19,APARTMENT
2012,theft,0,0,0,25,SIDEWALK
2012,simpleasslt,1,0,1,38,STREET
2012,threat,0,0,0,11,RESIDENCE
2012,theft,0,0,0,75,ATHLETIC CLUB
2012,simpleasslt,1,0,0,50,SIDEWALK
2012,simpleasslt,1,0,1,16,RESIDENCE
2012,simpleasslt,1,1,1,32,STREET
2012,simpleasslt,1,0,0,44,STREET
2012,simpleasslt,1,0,1,62,APARTMENT
2012,weapon,0,1,0,66,STREET
2012,simpleasslt,1,1,0,42,SIDEWALK
2012,narcotics,0,1,0,26,STREET
2012,theft,0,0,0,49,RESIDENCE
2012,aggasslt,1,1,1,68,APARTMENT
2012,idtheft,0,0,0,5,RESIDENCE
2012,theft,0,0,0,8,SIDEWALK
2012,robbery,1,0,0,24,DEPARTMENT STORE
2012,theft,0,0,0,24,APARTMENT
2012,mvtheft,0,0,0,24,STREET
2012,simpleasslt,1,0,1,66,SIDEWALK
2012,simpleasslt,1,0,1,19,APARTMENT
2012,narcotics,0,1,0,25,STREET
2012,theft,0,0,0,7,RESIDENCE PORCH/HALLWAY
2012,weapon,0,1,0,36,CHA APARTMENT
2012,threat,0,0,0,19,RESIDENCE
2012,vandalism,0,0,0,38,APARTMENT
2012,theft,0,0,0,24,STREET
2012,aggasslt,1,0,0,25,SIDEWALK
2012,threat,0,1,1,39,APARTMENT
2012,other,0,1,0,43,STREET
2012,simpleasslt,1,0,0,66,APARTMENT
2012,narcotics,0,1,0,44,SIDEWALK
2012,robbery,1,0,0,40,VEHICLE NON-COMMERCIAL
2012,fraud,0,0,0,32,"SCHOOL, PRIVATE, BUILDING"
2012,simpleasslt,1,0,0,1,APARTMENT
2012,theft,0,0,0,68,GAS STATION
2012,robbery,1,0,0,23,SIDEWALK
2012,simpleasslt,1,1,1,42,APARTMENT
2012,narcotics,0,1,0,25,STREET
2012,simpleasslt,1,0,0,63,SIDEWALK
2012,burglary,0,0,0,73,RESIDENCE
2012,simpleasslt,1,1,0,70,SIDEWALK
2012,simpleasslt,1,1,1,25,APARTMENT
2012,theft,0,0,0,15,RESIDENCE
2012,trespass,0,1,0,33,RESTAURANT
2012,simpleasslt,1,0,1,26,SIDEWALK
2012,simpleasslt,1,0,0,29,OTHER
2012,other,0,0,0,29,SIDEWALK
2012,burglary,0,0,0,43,APARTMENT
2012,threat,0,0,0,46,RESIDENCE
2012,vandalism,0,0,0,13,CEMETARY
2012,vandalism,0,0,0,28,APARTMENT
2012,fraud,0,0,0,5,TAXICAB
2012,theft,0,1,0,23,DEPARTMENT STORE
2012,simpleasslt,1,1,0,61,SIDEWALK
2012,theft,0,0,0,43,STREET
2012,simpleasslt,1,1,1,67,RESIDENCE
2012,theft,0,0,0,19,MEDICAL/DENTAL OFFICE
2012,mvtheft,0,0,0,22,VEHICLE NON-COMMERCIAL
2012,vandalism,0,0,0,44,STREET
2012,simpleasslt,1,1,1,39,RESIDENCE
2012,simpleasslt,1,0,0,29,RESIDENCE PORCH/HALLWAY
2011,sexualasslt,1,0,0,57,RESIDENCE
2012,simpleasslt,1,0,0,49,STREET
2012,fraud,0,1,0,27,CTA PLATFORM
2012,theft,0,0,0,1,SMALL RETAIL STORE
2012,vandalism,0,0,0,51,CHA APARTMENT
2012,simpleasslt,1,1,0,24,SIDEWALK
2012,simpleasslt,1,0,0,31,RESIDENCE
2012,theft,0,0,0,8,BAR OR TAVERN
2012,other,0,1,0,8,HOTEL/MOTEL
2012,theft,0,0,0,4,RESIDENCE PORCH/HALLWAY
2012,narcotics,0,1,0,29,SIDEWALK
2012,other,0,0,0,43,RESIDENTIAL YARD (FRONT/BACK)
